localization_event_id,array,event_timestamp,bird_position_x,bird_position_y,distance_to_mic_m,aiid_label,data_split,clip_name,song_center_time
SBT-6-76_oven_0490,SBT-6-76,2016-06-22 07:55:51-06:00,155.7435107,117.0105489,66.39297437112282,3,test,0242_oven03.mp3,5
SBT-6-76_oven_0457,SBT-6-76,2016-06-22 07:45:45-06:00,150.085842,114.7978324,29.91899874667488,3,test,0209_oven03.mp3,5
SBT-6-76_oven_0687,SBT-6-76,2016-06-23 05:17:00-06:00,138.8584471,99.37406235,49.401767037261294,3,test,0310_oven03.mp3,5
SBT-6-76_oven_0270,SBT-6-76,2016-06-22 05:45:21-06:00,145.0367043,108.6262177,44.82371889391153,3,test,0114_oven03.mp3,5
SBT-6-76_oven_0368,SBT-6-76,2016-06-22 06:41:33-06:00,165.3280933,136.1645756,27.80242317673575,3,test,0164_oven03.mp3,5
SBT-6-76_oven_0373,SBT-6-76,2016-06-22 06:43:12-06:00,164.941995,134.694432,91.21904418,3,test,0171_oven03.mp3,5
SBT-6-76_oven_0177,SBT-6-76,2016-06-22 05:30:24-06:00,148.1755256,109.7226919,2.471732590310853,3,test,0058_oven03.mp3,5
SBT-3-7_oven_1664,SBT-3-7,2016-06-02 08:39:30-06:00,20.27527565,131.9830562,24.568512621253547,4,test,1048_oven04.mp3,5
SBT-3-7_oven_0653,SBT-3-7,2016-06-02 06:27:36-06:00,49.29545633,147.8390321,52.09424271310834,4,test,0700_oven04.mp3,5
SBT-3-7_oven_1535,SBT-3-7,2016-06-02 08:14:21-06:00,23.21238091,134.8496413,44.54618614990701,4,test,0981_oven04.mp3,5
SBT-3-7_oven_0677,SBT-3-7,2016-06-02 06:30:24-06:00,51.25628258,147.700577,99.26571408901611,4,test,0719_oven04.mp3,5
SBT-3-7_oven_0469,SBT-3-7,2016-06-02 06:13:36-06:00,48.88562022,148.0084942,27.96495845444122,4,test,0653_oven04.mp3,5
SBT-3-7_oven_1242,SBT-3-7,2016-06-02 07:33:57-06:00,50.10980792,153.1239276,30.71841175982616,4,test,0882_oven04.mp3,5
SBT-3-7_oven_1497,SBT-3-7,2016-06-02 08:08:33-06:00,22.90353935,135.3917743,20.60040254062855,4,test,0967_oven04.mp3,5
SBT-3-7_oven_1020,SBT-3-7,2016-06-02 07:09:12-06:00,47.39053919,158.1485374,14.662164785096367,4,test,0831_oven04.mp3,5
SBT-3-7_oven_1553,SBT-3-7,2016-06-02 08:18:45-06:00,22.66810157,135.2639861,13.591459481488332,4,test,0994_oven04.mp3,5
SBT-3-7_oven_0848,SBT-3-7,2016-06-02 06:46:30-06:00,43.85596411,157.0764528,18.15827887468194,4,test,0773_oven04.mp3,5
SBT-3-7_oven_0851,SBT-3-7,2016-06-02 06:46:54-06:00,92.28581892,90.2184178,27.49392564829568,5,test,0782_oven05.mp3,5
SBT-3-7_oven_1743,SBT-3-7,2016-06-02 08:49:39-06:00,53.09801131,83.73835018,68.19391661812742,5,test,1064_oven05.mp3,5
SBT-3-7_oven_0851,SBT-3-7,2016-06-02 06:46:54-06:00,92.28581892,90.2184178,76.49175531326216,5,test,0779_oven05.mp3,5
SBT-3-7_oven_0119,SBT-3-7,2016-06-02 05:35:33-06:00,91.2461352,142.7999521,20.09579342240705,5,test,0568_oven05.mp3,5
SBT-3-7_oven_1625,SBT-3-7,2016-06-02 08:35:30-06:00,53.9730035,85.2354384,51.73263615625351,5,test,1037_oven05.mp3,5
SBT-3-7_oven_0678,SBT-3-7,2016-06-02 06:30:30-06:00,78.30049462,92.84055561,63.89135503199274,5,test,0731_oven05.mp3,5
SBT-3-7_oven_1578,SBT-3-7,2016-06-02 08:24:54-06:00,70.32761699,96.44492253,46.34698212846508,5,test,1011_oven05.mp3,5
SBT-3-7_oven_1578,SBT-3-7,2016-06-02 08:24:54-06:00,70.32761699,96.44492253,34.270926652035605,5,test,1013_oven05.mp3,5
SBT-3-7_oven_1578,SBT-3-7,2016-06-02 08:24:54-06:00,70.32761699,96.44492253,22.41654358768864,5,test,1012_oven05.mp3,5
SBT-3-7_oven_0851,SBT-3-7,2016-06-02 06:46:54-06:00,92.28581892,90.2184178,54.60403700943939,5,test,0781_oven05.mp3,5
SBT-3-7_oven_0411,SBT-3-7,2016-06-02 06:08:45-06:00,192.682739,2.63004218,17.63553447889744,6,test,0619_oven06.mp3,5
SBT-3-7_oven_0648,SBT-3-7,2016-06-02 06:27:15-06:00,196.8529814,96.26693394,51.38853462869067,6,test,0693_oven06.mp3,5
SBT-3-7_oven_0853,SBT-3-7,2016-06-02 06:47:03-06:00,274.866783,67.57330504,50.20794551532747,6,test,0789_oven06.mp3,5
SBT-3-7_oven_1772,SBT-3-7,2016-06-02 08:51:57-06:00,208.0953596,37.30459295,50.21073191192668,6,test,1066_oven06.mp3,5
SBT-3-7_oven_0669,SBT-3-7,2016-06-02 06:28:42-06:00,196.8227389,96.29119044,26.952552032048008,6,test,0712_oven06.mp3,5
SBT-3-7_oven_0853,SBT-3-7,2016-06-02 06:47:03-06:00,274.866783,67.57330504,42.09374162,6,test,0787_oven06.mp3,5
SBT-3-7_oven_0954,SBT-3-7,2016-06-02 07:01:06-06:00,237.766236,37.92467147,59.73348426913732,6,test,0809_oven06.mp3,5
SBT-3-7_oven_1776,SBT-3-7,2016-06-02 08:52:18-06:00,212.834186,34.23075377,27.224580215717708,6,test,1078_oven06.mp3,5
SBT-3-7_oven_0622,SBT-3-7,2016-06-02 06:24:48-06:00,200.3748346,63.51961587,30.23155971069042,6,test,0686_oven06.mp3,5
SBT-3-7_oven_0446,SBT-3-7,2016-06-02 06:11:24-06:00,192.598907,3.7096736,68.71684665663862,6,test,0643_oven06.mp3,5
SBT-3-7_oven_0502,SBT-3-7,2016-06-02 06:17:00-06:00,-2.01479846,87.14656704,17.045394024352994,7,test,0671_oven07.mp3,5
SBT-3-7_oven_0284,SBT-3-7,2016-06-02 05:56:39-06:00,-2.2269892,87.02347675,43.90897853573261,7,test,0596_oven07.mp3,5
SBT-3-7_oven_0502,SBT-3-7,2016-06-02 06:17:00-06:00,-2.01479846,87.14656704,40.87599505280243,7,test,0668_oven07.mp3,5
SBT-3-7_oven_0543,SBT-3-7,2016-06-02 06:19:21-06:00,-1.97764485,87.1505664,40.84394060227784,7,test,0680_oven07.mp3,5
SBT-3-7_oven_1777,SBT-3-7,2016-06-02 08:52:30-06:00,-15.15036145,72.58624434,45.77910728,7,test,1084_oven07.mp3,5
SBT-3-7_oven_1817,SBT-3-7,2016-06-02 08:58:03-06:00,-15.14203428,72.57710569,64.05832514565417,7,test,1095_oven07.mp3,5
SBT-3-7_oven_1817,SBT-3-7,2016-06-02 08:58:03-06:00,-15.14203428,72.57710569,45.78427649285079,7,test,1094_oven07.mp3,5
SBT-3-7_oven_1817,SBT-3-7,2016-06-02 08:58:03-06:00,-15.14203428,72.57710569,24.55851538970452,7,test,1097_oven07.mp3,5
SBT-3-7_oven_0418,SBT-3-7,2016-06-02 06:09:24-06:00,-2.14655335,87.11558995,43.79673321383168,7,test,0624_oven07.mp3,5
SBT-3-7_oven_0284,SBT-3-7,2016-06-02 05:56:39-06:00,-2.2269892,87.02347675,17.09673959967009,7,test,0592_oven07.mp3,5
SBT-3-7_oven_1336,SBT-3-7,2016-06-02 07:43:00-06:00,200.9711014,128.7441886,28.353364008613664,8,test,0909_oven08.mp3,5
SBT-3-7_oven_1167,SBT-3-7,2016-06-02 07:24:15-06:00,139.0720317,134.6348022,12.822529157859396,8,test,0870_oven08.mp3,5
SBT-3-7_oven_1336,SBT-3-7,2016-06-02 07:43:00-06:00,200.9711014,128.7441886,58.68153756493732,8,test,0906_oven08.mp3,5
SBT-3-7_oven_1411,SBT-3-7,2016-06-02 07:51:27-06:00,189.0632393,149.8883319,80.87545414774408,8,test,0913_oven08.mp3,5
SBT-3-7_oven_1411,SBT-3-7,2016-06-02 07:51:27-06:00,189.0632393,149.8883319,13.77571225198944,8,test,0917_oven08.mp3,5
SBT-3-7_oven_1647,SBT-3-7,2016-06-02 08:37:51-06:00,172.2040568,123.7259407,39.05412907685546,8,test,1041_oven08.mp3,5
SBT-3-7_oven_1647,SBT-3-7,2016-06-02 08:37:51-06:00,172.2040568,123.7259407,31.000500340634503,8,test,1040_oven08.mp3,5
SBT-3-7_oven_1647,SBT-3-7,2016-06-02 08:37:51-06:00,172.2040568,123.7259407,44.77039535518064,8,test,1043_oven08.mp3,5
SBT-3-7_oven_1336,SBT-3-7,2016-06-02 07:43:00-06:00,200.9711014,128.7441886,28.07467746212499,8,test,0905_oven08.mp3,5
SBT-3-7_oven_1088,SBT-3-7,2016-06-02 07:16:18-06:00,137.6197255,135.2757967,35.96483136656722,8,test,0849_oven08.mp3,5
SBT-3-7_oven_1113,SBT-3-7,2016-06-02 07:18:36-06:00,98.73389627,28.71483078,8.613965104,9,test,0859_oven09.mp3,5
SBT-3-7_oven_1113,SBT-3-7,2016-06-02 07:18:36-06:00,98.73389627,28.71483078,39.31899394517247,9,test,0860_oven09.mp3,5
SBT-3-7_oven_1091,SBT-3-7,2016-06-02 07:16:27-06:00,105.1214592,22.66938038,88.9638278,9,test,0855_oven09.mp3,5
SBT-3-7_oven_1113,SBT-3-7,2016-06-02 07:18:36-06:00,98.73389627,28.71483078,26.609486843629835,9,test,0863_oven09.mp3,5
SBT-3-7_oven_1091,SBT-3-7,2016-06-02 07:16:27-06:00,105.1214592,22.66938038,34.8054073,9,test,0858_oven09.mp3,5
SBT-3-7_oven_1091,SBT-3-7,2016-06-02 07:16:27-06:00,105.1214592,22.66938038,14.154808295082727,9,test,0854_oven09.mp3,5
SBT-3-7_oven_1091,SBT-3-7,2016-06-02 07:16:27-06:00,105.1214592,22.66938038,37.24233944,9,test,0857_oven09.mp3,5
SBT-3-7_oven_1091,SBT-3-7,2016-06-02 07:16:27-06:00,105.1214592,22.66938038,59.28391272939663,9,test,0856_oven09.mp3,5
SBT-3-7_oven_1113,SBT-3-7,2016-06-02 07:18:36-06:00,98.73389627,28.71483078,41.67492388160255,9,test,0862_oven09.mp3,5
SBT-3-7_oven_1091,SBT-3-7,2016-06-02 07:16:27-06:00,105.1214592,22.66938038,44.492679449395325,9,test,0853_oven09.mp3,5
SBT-3-7_oven_1491,SBT-3-7,2016-06-02 08:07:36-06:00,261.3818289,12.7286938,53.57887854637514,10,test,0961_oven10.mp3,5
SBT-3-7_oven_1491,SBT-3-7,2016-06-02 08:07:36-06:00,261.3818289,12.7286938,75.77867434796757,10,test,0958_oven10.mp3,5
SBT-3-7_oven_1522,SBT-3-7,2016-06-02 08:12:48-06:00,262.590288,12.004079,28.553726624438788,10,test,0973_oven10.mp3,5
SBT-3-7_oven_1491,SBT-3-7,2016-06-02 08:07:36-06:00,261.3818289,12.7286938,20.88982405935537,10,test,0957_oven10.mp3,5
SBT-3-7_oven_1522,SBT-3-7,2016-06-02 08:12:48-06:00,262.590288,12.004079,19.481062723188025,10,test,0974_oven10.mp3,5
SBT-3-7_oven_1522,SBT-3-7,2016-06-02 08:12:48-06:00,262.590288,12.004079,16.395811916486018,10,test,0978_oven10.mp3,5
SBT-3-7_oven_1485,SBT-3-7,2016-06-02 08:06:45-06:00,259.2575789,14.98912287,16.051722515738376,10,test,0949_oven10.mp3,5
SBT-3-7_oven_1491,SBT-3-7,2016-06-02 08:07:36-06:00,261.3818289,12.7286938,27.44168586799561,10,test,0956_oven10.mp3,5
SBT-3-7_oven_1491,SBT-3-7,2016-06-02 08:07:36-06:00,261.3818289,12.7286938,59.61114501174165,10,test,0959_oven10.mp3,5
SBT-3-7_oven_1481,SBT-3-7,2016-06-02 08:06:21-06:00,258.8411631,18.43612729,26.30587218321357,10,test,0941_oven10.mp3,5
