point,year,cluster_reviewed,5/15,5/16,5/17,5/18,5/19,5/20,5/21,5/22,5/23,5/24,5/25,5/26,n_days_detected,detected,resident,site,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg,latitude,longitude,utm_E,utm_N,utm_zone,utm_letter,ll
RK001,2023,RK001_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,665.5835467,275.3451852,0.374807859,12.0,120.0,45.0,85.0,70.0,10.0,5.0,0.0,20.0,20.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,10.0,0.2,0.1,150.0,86.25,41.2485008,-78.3346024,723331,4569770,17,T,66.66666666666667
RK001,2024,RK001_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,665.5835467,275.3451852,0.374807859,12.0,120.0,45.0,85.0,70.0,10.0,5.0,0.0,20.0,20.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,10.0,0.2,0.1,150.0,86.25,41.2485008,-78.3346024,723331,4569770,17,T,66.66666666666667
RK001,2021,RK001_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,665.5835467,275.3451852,0.374807859,12.0,120.0,45.0,85.0,70.0,10.0,5.0,0.0,20.0,20.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,10.0,0.2,0.1,150.0,86.25,41.2485008,-78.3346024,723331,4569770,17,T,66.66666666666667
RK001,2022,RK001_5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,665.5835467,275.3451852,0.374807859,12.0,120.0,45.0,85.0,70.0,10.0,5.0,0.0,20.0,20.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,10.0,0.2,0.1,150.0,86.25,41.2485008,-78.3346024,723331,4569770,17,T,66.66666666666667
RK001,2023,RK001_5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,True,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,665.5835467,275.3451852,0.374807859,12.0,120.0,45.0,85.0,70.0,10.0,5.0,0.0,20.0,20.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,10.0,0.2,0.1,150.0,86.25,41.2485008,-78.3346024,723331,4569770,17,T,66.66666666666667
RK001,2024,RK001_5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,665.5835467,275.3451852,0.374807859,12.0,120.0,45.0,85.0,70.0,10.0,5.0,0.0,20.0,20.0,5.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,10.0,0.2,0.1,150.0,86.25,41.2485008,-78.3346024,723331,4569770,17,T,66.66666666666667
RK004,2021,RK004_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2022,RK004_0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2023,RK004_0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2024,RK004_0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2021,RK004_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2022,RK004_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2023,RK004_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2024,RK004_1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2021,RK004_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2022,RK004_3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,True,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2023,RK004_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2024,RK004_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2021,RK004_4,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2022,RK004_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,True,True,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2023,RK004_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK004,2024,RK004_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,19.0,2020.0,656.9286267,347.9454528,0.701492061,12.0,120.0,52.0,30.0,70.0,0.0,2.0,0.0,0.0,0.0,25.0,45.0,65.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,3.0,10.0,0.1,0.2,466.6904602,84.125,41.2504005,-78.3276978,723903,4569999,17,T,50.666666666666664
RK007,2021,RK007_0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,True,True,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2022,RK007_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,True,True,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2023,RK007_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2024,RK007_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2021,RK007_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2022,RK007_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2023,RK007_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2024,RK007_1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,True,True,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2021,RK007_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2022,RK007_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2023,RK007_2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,True,True,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2024,RK007_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2021,RK007_3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,True,True,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
RK007,2022,RK007_3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,True,True,SGL034,"HAP, JTL",6.0,24.0,2020.0,626.008714,71.57613356,1.47300454,7.0,70.0,7.0,10.0,3.0,3.0,0.0,2.0,15.0,60.0,30.0,75.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,0.0,39.0,10.0,3.9,0.0,42.42640686,69.42857143,41.2322006,-78.3119965,725281,4568018,17,T,6.666666666666667
